Year,BirthMProj,BirthFProj,BirthMExp,BirthFExp,DeathMProj,DeathFProj,DeathMExp,DeathFExp,MigMProj,MigFProj,MigMExp,MigFExp
37,432.075100235,412.604424529,435.933,415.174,443.725139698,443.044527339,373.295,374.016,168.576820916,154.87776348,87.628,92.372
38,435.033816614,415.449883629,435.933,415.174,453.746766414,451.303480813,373.295,374.016,168.524652268,153.886659015,87.628,92.372
39,434.105847454,414.583672588,435.933,415.174,459.627768109,455.691085892,373.295,374.016,168.472483621,152.895554551,87.628,92.372
40,433.122585236,413.664475913,435.933,415.174,465.123484382,459.784372408,373.295,374.016,168.420314973,151.904450087,87.628,92.372
41,432.116105482,412.722985451,435.933,415.174,470.231107334,441.892638967,373.295,374.016,168.368146326,150.913345622,87.628,92.372
42,435.166943134,415.656697355,438.064,417.205,479.507818593,451.514552974,381.971,385.06,168.315977679,149.922241158,87.628,92.372
43,437.46936996,417.875809902,438.064,417.205,465.382267824,460.038156771,381.971,385.06,168.263809031,148.931136694,87.628,92.372
44,436.135719428,416.621854142,438.064,417.205,470.986160665,464.237080189,381.971,385.06,168.211640384,147.940032229,87.628,92.372
45,434.837788263,415.402122107,438.064,417.205,476.058631941,467.831642712,381.971,385.06,168.159471736,146.948927765,87.628,92.372
46,433.610251349,414.249943019,438.064,417.205,480.602456615,470.822366278,381.971,385.06,168.107303089,145.957823301,87.628,92.372
47,436.459016553,416.992521187,439.108,418.198,489.120993909,477.628351831,387.011,391.596,168.055134441,144.966718837,87.628,92.372
48,436.70141203,417.245625152,439.108,418.198,485.043966146,451.325981902,387.011,391.596,168.002965794,143.975614372,87.628,92.372
49,437.047822693,417.598593797,440.257,419.292,490.285540256,456.445829519,389.66,394.736,167.950797146,142.984509908,87.628,92.372
50,437.598146423,418.147015582,440.257,419.292,495.16331816,460.982769216,389.66,394.736,167.898628499,141.993405444,87.628,92.372
51,438.241608295,418.785113869,440.257,419.292,485.863157926,452.147286587,389.66,394.736,167.846459852,141.002300979,87.628,92.372
52,438.858710795,419.398791777,443.536,422.416,491.011190111,456.46633856,392.092,396.086,167.794291204,140.011196515,87.628,92.372
53,439.617384173,420.148606792,443.536,422.416,495.819490582,460.262711798,392.092,396.086,167.742122557,139.020092051,87.628,92.372
54,440.51869957,421.035599338,443.536,422.416,500.094709875,463.173288943,392.092,396.086,167.689953909,138.028987587,87.628,92.372
55,441.557328647,422.054960838,443.536,422.416,504.093599664,465.580695175,392.092,396.086,167.637785262,137.037883122,87.628,92.372
56,442.71269848,423.187207035,443.536,422.416,485.342349367,447.336505417,392.092,396.086,167.585616614,136.046778658,87.628,92.372
57,443.759764606,424.217387503,449.861,428.438,490.70819895,450.617329567,393.911,393.482,167.533447967,135.055674194,87.628,92.372
58,444.921414775,425.35871199,449.861,428.438,495.865472544,453.584666401,393.911,393.482,167.48127932,134.064569729,87.628,92.372
59,446.180809426,426.595131214,449.861,428.438,501.473249751,457.152083134,393.911,393.482,167.429110672,133.073465265,87.628,92.372
60,447.524011932,427.91350469,449.861,428.438,507.071191456,460.717276465,393.911,393.482,167.376942025,132.082360801,87.628,92.372
61,448.918435891,429.2827752,449.861,428.438,488.701347482,442.840419721,393.911,393.482,167.324773377,131.091256337,87.628,92.372
62,450.10250938,430.452726046,456.787,435.035,495.836719671,447.820624103,398.163,392.222,167.27260473,130.100151872,87.628,92.372
63,451.313577636,431.650308761,456.787,435.035,502.812234435,452.739380962,398.163,392.222,167.220436082,129.109047408,87.628,92.372
64,452.532940048,432.857465446,456.787,435.035,509.867034905,458.028739812,398.163,392.222,167.168267435,128.117942944,87.628,92.372
65,453.747177654,434.061406599,456.787,435.035,516.760310724,463.321012868,398.163,392.222,167.116098787,127.126838479,87.628,92.372
66,454.945411121,435.25165491,456.787,435.035,499.274680564,447.384593901,398.163,392.222,167.06393014,126.135734015,87.628,92.372
67,455.865294823,436.177261642,462.061,435.035,507.285463693,453.848389911,406.471,392.222,167.011761493,125.144629551,87.628,92.372
68,456.764958526,437.08523746,462.061,435.035,514.929587082,460.108560649,406.471,392.222,166.959592845,124.153525086,87.628,92.372
69,457.639367243,437.97073113,462.061,435.035,521.867950096,465.782152167,406.471,392.222,166.907424198,123.162420622,87.628,92.372
70,458.481861498,438.827499359,462.061,435.035,528.331242799,471.096978708,406.471,392.222,166.85525555,122.171316158,87.628,92.372
71,459.298870234,439.661652301,462.061,435.035,509.8310874,454.391791038,406.471,392.222,166.803086903,121.180211694,87.628,92.372
72,459.84668031,440.240185319,464.636,442.511,517.151990805,460.488389335,412.869,402.701,166.750918255,120.189107229,87.628,92.372
73,460.396690968,440.823137856,464.636,442.511,514.068707393,457.126196731,412.869,402.701,166.698749608,119.198002765,87.628,92.372
74,460.856110977,441.32200494,466.8208352,440.7279121,520.659567203,462.460577648,413.5470659,397.5460769,166.64658096,118.206898301,87.628,92.372
75,461.336029789,441.84337849,467.889956,441.4702242,522.395573177,463.777443203,415.0035319,398.0323538,166.594412313,117.215793836,87.628,92.372
76,461.802273837,442.35476872,468.9590769,442.2125363,522.560821831,463.348681263,416.4599978,398.5186308,166.542243666,116.224689372,87.628,92.372
77,462.249608951,442.852576875,470.0281978,442.9548484,522.587516863,462.737086303,417.9164637,399.0049077,166.490075018,115.233584908,87.628,92.372
78,462.686732845,443.348229223,471.0973187,443.6971604,522.530669505,461.995196481,419.3729297,399.4911846,166.437906371,114.242480444,87.628,92.372
79,463.125034405,443.84949184,472.1664396,444.4394725,522.390571729,461.060251967,420.8293956,399.9774615,166.385737723,113.251375979,87.628,92.372
80,463.573146764,444.364926578,473.2355604,445.1817846,522.171760893,459.998510163,422.2858615,400.4637385,166.333569076,112.260271515,87.628,92.372
81,464.038785515,444.902391937,474.3046813,445.9240967,521.89655281,458.839953335,423.7423275,400.9500154,166.281400428,111.269167051,87.628,92.372
82,464.52588213,445.466072864,475.3738022,446.6664088,521.617842692,457.611827669,425.1987934,401.4362923,166.229231781,110.278062586,87.628,92.372
83,465.037204954,446.058999363,476.4429231,447.4087209,521.335983027,456.341962238,426.6552593,401.9225692,166.177063133,109.286958122,87.628,92.372
84,465.575428668,446.684037047,477.512044,448.151033,521.516741275,455.603053681,428.1117253,402.4088462,166.124894486,108.295853658,87.628,92.372
85,466.144964367,447.345644714,478.5811648,448.8933451,521.795902263,454.966029655,429.5681912,402.8951231,166.072725839,107.304749193,87.628,92.372
86,466.743702532,448.042054189,479.6502857,449.6356571,522.194644968,454.471560773,431.0246571,403.3814,166.020557191,106.313644729,87.628,92.372
87,467.368575784,448.770603805,480.7194066,450.3779692,522.698790853,454.114620157,432.4811231,403.8676769,165.968388544,105.322540265,87.628,92.372
88,468.015604589,449.527660822,481.7885275,451.1202813,523.264608064,453.882559957,433.937589,404.3539538,165.916219896,104.331435801,87.628,92.372
89,468.679890806,450.308680473,482.8576484,451.8625934,523.914274293,453.798486078,435.3940549,404.8402308,165.864051249,103.340331336,87.628,92.372
90,469.356542181,451.109018888,483.9267692,452.6049055,524.59214483,453.795438154,436.8505209,405.3265077,165.811882601,102.349226872,87.628,92.372
