Age,2004Est,2005Est,2006Est,2007Est,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
10,8.295645358,8.295645358,8.295645358,8.295645358,8.295645358,8.165169719,8.124576845,7.964832202,7.686158765,7.814073146,7.529815172,7.397586111,7.506338686,7.282103287,7.49417909,7.019806253,7.079850222,7.098594215,6.842267317,6.834443492,6.815703381,6.779855485,6.732001605,6.690064739,6.656749816,6.378136768,6.364869991,6.360044673,6.36219735,6.137134265,6.137134265,6.137134265,6.137134265,6.137134265,6.137134265,6.137134265,5.93055577,5.93055577,5.93055577,5.93055577,5.93055577,5.361779702,5.361779702,5.361779702,5.361779702,5.361779702,5.202913632,5.202913632,5.202913632,5.202913632,5.202913632,5.202913632,5.202913632,4.817651876,4.817651876,4.817651876,4.794093677,4.794093677,4.794093677,4.794093677,4.794093677,4.535667053,4.535667053,4.535667053,4.535667053,4.535667053,4.515820822,4.515820822,4.515820822,4.515820822,4.515820822,4.236400566,4.236400566,4.236400566,4.236400566,4.236400566,4.172616509,4.172616509,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573,3.915805573
11,8.937523915,8.937523915,8.937523915,8.937523915,8.937523915,8.296048792,8.165336397,8.124919127,7.965320221,7.994268724,7.514390057,7.820419986,7.683070496,7.507277889,7.282987212,7.236638065,7.020627644,7.080685725,6.573550138,6.579865086,6.572340437,6.292144258,6.259046278,6.214863364,6.176143616,6.145384432,6.123683089,5.856321517,5.851881253,5.870446894,5.870446894,5.870446894,5.870446894,5.870446894,5.870446894,5.870446894,5.667795073,5.667795073,5.667795073,5.667795073,5.667795073,5.129112587,5.129112587,5.129112587,5.129112587,5.129112587,4.986362299,4.986362299,4.986362299,4.986362299,4.986362299,4.986362299,4.986362299,4.588075351,4.588075351,4.588075351,4.560740664,4.560740664,4.560740664,4.560740664,4.560740664,4.300150505,4.300150505,4.300150505,4.300150505,4.300150505,4.045702155,4.045702155,4.045702155,4.045702155,4.045702155,4.011363958,4.011363958,4.011363958,4.011363958,4.011363958,3.721362949,3.721362949,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666,3.466332666
12,9.841052936,9.841052936,9.841052936,9.841052936,9.841052936,9.495005348,8.866718914,8.747299271,8.424751921,8.270791852,7.993703421,7.814566352,7.530447627,7.398196547,7.228929062,7.012963193,6.977934221,6.760340721,6.555932595,6.31032606,6.316387868,6.046282982,6.029687033,5.997971121,5.955633123,5.918530146,5.889055319,5.613118368,5.601427855,5.605495424,5.605495424,5.605495424,5.605495424,5.605495424,5.605495424,5.605495424,5.144522498,5.144522498,5.144522498,5.144522498,5.144522498,4.887598106,4.887598106,4.887598106,4.887598106,4.887598106,4.767161782,4.767161782,4.767161782,4.767161782,4.767161782,4.767161782,4.767161782,4.358744004,4.358744004,4.358744004,4.32746401,4.32746401,4.32746401,4.32746401,4.32746401,4.063884261,4.063884261,4.063884261,4.063884261,4.063884261,4.04943165,4.04943165,4.04943165,4.04943165,4.04943165,3.783641897,3.783641897,3.783641897,3.783641897,3.783641897,3.733006073,3.733006073,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629,3.245443629
13,10.65222449,10.65222449,10.65222449,10.65222449,10.65222449,10.41819185,10.06736747,9.738604401,9.344156982,9.040392474,8.590722633,8.314446196,8.127829689,7.831875734,7.694127101,7.517833973,7.292921544,6.987342558,6.769493538,6.564867455,6.318932311,6.325010673,6.054511664,6.037870574,6.006068741,5.704329067,5.668744347,5.640476056,5.620517956,5.60643823,5.60643823,5.60643823,5.60643823,5.60643823,5.60643823,5.60643823,5.399012752,5.399012752,5.399012752,5.399012752,5.399012752,4.903301729,4.903301729,4.903301729,4.903301729,4.903301729,4.55078678,4.55078678,4.55078678,4.55078678,4.55078678,4.55078678,4.55078678,4.378954744,4.378954744,4.378954744,4.341397882,4.341397882,4.341397882,4.341397882,4.341397882,4.071953819,4.071953819,4.071953819,4.071953819,4.071953819,3.81908972,3.81908972,3.81908972,3.81908972,3.81908972,3.795624594,3.795624594,3.795624594,3.795624594,3.795624594,3.514699645,3.514699645,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418,3.492701418
14,13.95998139,13.95998139,13.95998139,13.95998139,13.95998139,12.88436007,12.37864009,12.01509991,11.44790203,10.79557556,10.53877214,10.11671005,9.846244735,9.324626338,8.985350979,8.827432242,8.347082834,8.097537539,8.017089331,7.80562942,7.347577136,7.10386108,7.110689737,6.839459472,6.558340373,6.52382108,6.477724401,6.179849057,6.149053046,6.10990186,6.10990186,6.10990186,6.10990186,6.10990186,6.10990186,6.10990186,5.897390533,5.897390533,5.897390533,5.897390533,5.897390533,5.677844277,5.677844277,5.677844277,5.677844277,5.677844277,5.337264271,5.337264271,5.337264271,5.337264271,5.337264271,5.337264271,5.337264271,5.125839356,5.125839356,5.125839356,4.590502974,4.590502974,4.590502974,4.590502974,4.590502974,4.552195716,4.552195716,4.552195716,4.552195716,4.552195716,4.296783619,4.296783619,4.296783619,4.296783619,4.296783619,4.274549569,4.274549569,4.274549569,4.274549569,4.274549569,3.992475358,3.992475358,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348,3.968513348
15,18.02262243,18.02262243,18.02262243,18.02262243,18.02262243,17.21711326,16.21778812,15.44722526,14.78501748,14.00052002,13.39935916,12.9257999,12.24155027,11.97932185,11.41079461,10.70691696,10.51904373,10.27854867,9.702222617,9.554822732,9.352981523,9.170802262,8.932230641,8.677839165,8.405193359,8.120178644,8.077502332,8.020511812,7.970565473,7.632053608,7.632053608,7.632053608,7.632053608,7.632053608,7.632053608,7.632053608,7.154446616,7.154446616,7.154446616,7.154446616,7.154446616,6.698751971,6.698751971,6.698751971,6.698751971,6.698751971,6.377941507,6.377941507,6.377941507,6.377941507,6.377941507,6.377941507,6.377941507,5.876893768,5.876893768,5.876893768,5.806962064,5.806962064,5.806962064,5.806962064,5.806962064,5.508968841,5.508968841,5.508968841,5.508968841,5.508968841,5.486287858,5.486287858,5.486287858,5.486287858,5.486287858,5.224772069,5.224772069,5.224772069,5.224772069,5.224772069,4.703458688,4.703458688,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409,4.676929409
16,21.20484919,21.20484919,21.20484919,21.20484919,21.20484919,20.0621123,19.02055035,18.34745068,17.5917704,16.91995751,15.90832261,15.05849647,14.64036977,14.29518648,13.12624394,12.83405861,12.37054085,12.15472112,11.60214584,11.25766929,11.04637422,10.85456434,10.42543598,10.45270673,10.2010923,9.666859133,9.640437728,9.590038801,9.007988799,8.876557519,8.876557519,8.876557519,8.876557519,8.876557519,8.876557519,8.876557519,8.625632335,8.625632335,8.625632335,8.625632335,8.625632335,8.193636105,8.193636105,8.193636105,8.193636105,8.193636105,7.901612184,7.901612184,7.901612184,7.901612184,7.901612184,7.901612184,7.901612184,7.10255104,7.10255104,7.10255104,7.005778559,7.005778559,7.005778559,7.005778559,7.005778559,6.443914081,6.443914081,6.443914081,6.443914081,6.443914081,6.175845319,6.175845319,6.175845319,6.175845319,6.175845319,5.915647598,5.915647598,5.915647598,5.915647598,5.915647598,5.865680607,5.865680607,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912,5.601900912
17,23.60825527,23.60825527,23.60825527,23.60825527,23.60825527,22.01532369,20.9095938,20.16329581,19.25070746,18.78546447,18.11504702,16.8626955,16.32667091,15.65749669,15.33424136,14.78580201,14.46037709,13.94378662,13.70311228,12.8480594,12.47044902,12.46568756,12.02827412,11.61317295,11.38451189,11.13623238,11.12352807,10.83543807,10.77934677,10.33448441,10.33448441,10.33448441,10.33448441,10.33448441,10.33448441,10.33448441,9.782944064,9.782944064,9.782944064,9.782944064,9.782944064,9.1150317,9.1150317,9.1150317,9.1150317,9.1150317,8.862262713,8.862262713,8.862262713,8.862262713,8.862262713,8.862262713,8.862262713,8.296709866,8.296709866,8.296709866,8.170504,8.170504,8.170504,8.170504,8.170504,7.817089579,7.817089579,7.817089579,7.817089579,7.817089579,7.537800894,7.537800894,7.537800894,7.537800894,7.537800894,6.807144215,6.807144215,6.807144215,6.807144215,6.807144215,6.525467969,6.525467969,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658,6.263120658
18,25.12020908,25.12020908,25.12020908,25.12020908,25.12020908,23.99352175,22.6769368,21.87551271,20.895325,20.01714983,19.29578537,18.36557211,17.96865713,17.18063039,16.54912914,16.24700169,15.71133825,15.37149718,14.55164154,14.30457746,13.7187864,13.58305253,13.03205886,12.85654865,12.70867647,12.48623965,11.98765527,11.97418671,11.94224021,11.22950615,11.22950615,11.22950615,11.22950615,11.22950615,11.22950615,11.22950615,10.61605196,10.61605196,10.61605196,10.61605196,10.61605196,10.20890914,10.20890914,10.20890914,10.20890914,10.20890914,9.746320764,9.746320764,9.746320764,9.746320764,9.746320764,9.746320764,9.746320764,8.953093052,8.953093052,8.953093052,8.805372705,8.805372705,8.805372705,8.805372705,8.805372705,8.425368785,8.425368785,8.425368785,8.425368785,8.425368785,8.136469516,8.136469516,8.136469516,8.136469516,8.136469516,7.645490203,7.645490203,7.645490203,7.645490203,7.645490203,7.139221733,7.139221733,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282,7.110173282
19,25.84615079,25.84615079,25.84615079,25.84615079,25.84615079,24.39789481,23.29761849,22.25233155,21.45698003,20.49371699,19.62875135,18.92228272,18.27698371,17.34370342,16.83576026,16.4910465,15.9050095,15.66956941,15.33764113,14.80953295,14.29334254,13.98284068,13.58584201,13.29073734,12.87230672,12.72721828,12.25867301,12.01932106,11.75593675,11.58788548,11.58788548,11.58788548,11.58788548,11.58788548,11.58788548,11.58788548,10.90991081,10.90991081,10.90991081,10.90991081,10.90991081,10.49607374,10.49607374,10.49607374,10.49607374,10.49607374,10.06997404,10.06997404,10.06997404,10.06997404,10.06997404,10.06997404,10.06997404,9.330009617,9.330009617,9.330009617,9.16831618,9.16831618,9.16831618,9.16831618,9.16831618,8.533328413,8.533328413,8.533328413,8.533328413,8.533328413,8.236459604,8.236459604,8.236459604,8.236459604,8.236459604,7.979481334,7.979481334,7.979481334,7.979481334,7.979481334,7.25941285,7.25941285,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006,7.234107006
20,25.24014542,25.24014542,25.24014542,25.24014542,25.24014542,23.63559277,22.6932218,21.64481342,20.85419763,19.78387989,19.07372886,18.45728309,17.49822406,16.87421957,16.45898262,15.94547189,15.58169818,15.27598615,14.19200649,13.61985052,13.16058057,12.94594145,12.67030572,12.31753086,12.31907863,11.90291111,11.75280904,11.53612033,11.5462945,11.20399057,11.20399057,11.20399057,11.20399057,11.20399057,11.20399057,11.20399057,10.47938419,10.47938419,10.47938419,10.47938419,10.47938419,10.04378612,10.04378612,10.04378612,10.04378612,10.04378612,9.639831785,9.639831785,9.639831785,9.639831785,9.639831785,9.639831785,9.639831785,8.979163615,8.979163615,8.979163615,8.589489715,8.589489715,8.589489715,8.589489715,8.589489715,8.40666444,8.40666444,8.40666444,8.40666444,8.40666444,7.876921969,7.876921969,7.876921969,7.876921969,7.876921969,7.397975197,7.397975197,7.397975197,7.397975197,7.397975197,7.14418073,7.14418073,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314,6.90054314
21,25.08065989,25.08065989,25.08065989,25.08065989,25.08065989,23.45915974,22.3532769,21.43837183,20.43851179,19.66260859,18.83004297,18.12529795,17.24938295,16.81764324,16.21262862,15.53406102,15.28052944,14.36485651,13.77190421,13.54051238,13.26705222,12.8308863,12.62678321,12.36443283,12.02825904,11.8047866,11.63257215,11.48377558,11.27138866,10.76248628,10.76248628,10.76248628,10.76248628,10.76248628,10.76248628,10.76248628,10.26535954,10.26535954,10.26535954,10.26535954,10.26535954,10.03474823,10.03474823,10.03474823,10.03474823,10.03474823,9.649442804,9.649442804,9.649442804,9.649442804,9.649442804,9.649442804,9.649442804,8.828360411,8.828360411,8.828360411,8.678771269,8.678771269,8.678771269,8.678771269,8.678771269,8.030193528,8.030193528,8.030193528,8.030193528,8.030193528,7.719946799,7.719946799,7.719946799,7.719946799,7.719946799,7.246774636,7.246774636,7.246774636,7.246774636,7.246774636,7.002280117,7.002280117,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634,6.985267634
