Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
66,288.052,288.052,288.052,288.052,288.052,315.422,324.161,329.195,335.267,410.61,389.362,361.974,350.853,339.432,335.887,336.918,341.791,339.477,348.047,359.912,372.671,378.695,386.743,402.924,413.478,425.136,431.119,434.946,432.008,430.567,430.567,430.567,406.399,406.399,406.399,406.399,406.399,350.049,350.049,350.049,350.049,350.049,371.214,371.214,371.214,371.214,371.214,407.097,407.097,407.097,407.097,407.097,412.318,412.318,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888,412.888
67,269.296,269.296,269.296,269.296,269.296,284.176,311.325,320.025,325.061,331.13,405.814,384.852,357.791,346.839,335.574,332.106,333.162,338.024,335.753,344.273,356.062,368.739,374.736,382.74,398.813,409.302,420.88,426.829,430.635,427.725,427.725,427.725,414.976,414.976,414.976,414.976,414.976,355.134,355.134,355.134,355.134,355.134,351.141,351.141,351.141,351.141,351.141,386.158,386.158,386.158,386.158,386.158,410.135,410.135,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595,412.595
68,278.904,278.904,278.904,278.904,278.904,265.555,280.335,307.239,315.897,320.933,326.996,400.98,380.318,353.6,342.823,331.718,328.33,329.412,334.259,332.032,340.497,352.202,364.791,370.756,378.712,394.663,405.079,416.57,422.477,426.256,426.256,426.256,412.623,412.623,412.623,412.623,412.623,370.35,370.35,370.35,370.35,370.35,331.175,331.175,331.175,331.175,331.175,365.653,365.653,365.653,365.653,365.653,408.9,408.9,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034,404.034
69,277.249,277.249,277.249,277.249,277.249,275.129,262.016,276.676,303.32,311.928,316.962,323.013,396.261,375.909,349.548,338.952,328.015,324.707,325.812,330.642,328.459,336.864,348.479,360.97,366.898,374.801,390.62,400.955,412.347,418.205,418.205,418.205,417.691,417.691,417.691,417.691,417.691,388.435,388.435,388.435,388.435,388.435,321.113,321.113,321.113,321.113,321.113,358.6,358.6,358.6,358.6,358.6,396.228,396.228,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846,401.846
70,272.193,272.193,272.193,272.193,272.193,273.555,271.556,258.676,273.21,299.577,308.131,313.159,319.198,391.67,371.639,345.647,335.237,324.471,321.247,322.373,327.182,325.044,333.383,344.9,357.285,363.173,371.014,386.689,396.933,408.216,408.216,408.216,414.903,414.903,414.903,414.903,414.903,395.131,395.131,395.131,395.131,395.131,326.403,326.403,326.403,326.403,326.403,359.267,359.267,359.267,359.267,359.267,394.269,394.269,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731,400.731
71,264.822,264.822,264.822,264.822,264.822,268.371,269.836,267.956,255.319,269.716,295.79,304.285,309.305,315.329,386.98,367.281,341.674,331.454,320.867,317.725,318.871,323.657,321.564,329.831,341.241,353.511,359.351,367.123,382.641,392.781,392.781,392.781,413.355,413.355,413.355,413.355,413.355,386.119,386.119,386.119,386.119,386.119,332.338,332.338,332.338,332.338,332.338,352.546,352.546,352.546,352.546,352.546,386.819,386.819,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183,388.183
72,256.484,256.484,256.484,256.484,256.484,260.513,264.165,265.733,263.977,251.594,265.842,291.606,300.036,305.045,311.049,381.82,362.47,337.27,327.248,316.846,313.791,314.955,319.711,317.665,325.852,337.144,349.287,355.071,362.764,378.106,378.106,378.106,404.833,404.833,404.833,404.833,404.833,393.586,393.586,393.586,393.586,393.586,336.699,336.699,336.699,336.699,336.699,332.904,332.904,332.904,332.904,332.904,366.221,366.221,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553,385.553
73,246.519,246.519,246.519,246.519,246.519,251.582,255.738,259.49,261.162,259.533,247.419,261.506,286.933,295.292,300.286,306.265,376.085,357.104,332.336,322.522,312.315,309.35,310.53,315.25,313.253,321.349,332.509,344.511,350.229,357.83,357.83,357.83,393.761,393.761,393.761,393.761,393.761,390.038,390.038,390.038,390.038,390.038,350.048,350.048,350.048,350.048,350.048,312.961,312.961,312.961,312.961,312.961,345.606,345.606,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08,377.08
74,235.776,235.776,235.776,235.776,235.776,241.289,246.481,250.755,254.604,256.382,254.883,243.05,256.963,282.025,290.303,295.276,301.224,370.013,351.424,327.115,317.52,307.52,304.645,305.839,310.517,308.568,316.563,327.577,339.418,345.057,345.057,345.057,377.24,377.24,377.24,377.24,377.24,393.031,393.031,393.031,393.031,393.031,365.494,365.494,365.494,365.494,365.494,302.092,302.092,302.092,302.092,302.092,337.39,337.39,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951,355.951
75,231.844,231.844,231.844,231.844,231.844,230.277,235.922,241.235,245.625,249.568,251.448,250.082,238.548,252.271,276.935,285.123,290.069,295.979,363.649,345.475,321.656,312.29,302.509,299.726,300.931,305.557,303.659,311.538,322.388,334.045,334.045,334.045,361.668,361.668,361.668,361.668,361.668,388.124,388.124,388.124,388.124,388.124,369.617,369.617,369.617,369.617,369.617,305.28,305.28,305.28,305.28,305.28,336.055,336.055,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145,335.145
76,229.522,229.522,229.522,229.522,229.522,225.813,224.567,230.333,235.761,240.262,244.296,246.279,245.052,233.833,247.346,271.581,279.668,284.581,290.443,356.904,339.167,315.867,306.743,297.191,294.503,295.714,300.282,298.43,306.181,316.844,316.844,316.844,341.001,341.001,341.001,341.001,341.001,384.017,384.017,384.017,384.017,384.017,358.708,358.708,358.708,358.708,358.708,308.726,308.726,308.726,308.726,308.726,327.519,327.519,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368,326.368
77,226.999,226.999,226.999,226.999,226.999,222.71,219.413,218.485,224.367,229.905,234.513,238.635,240.719,239.633,228.747,242.03,265.801,273.774,278.648,284.453,349.607,332.332,309.582,300.709,291.396,288.802,290.015,294.515,292.708,300.311,300.311,300.311,327.346,327.346,327.346,327.346,327.346,373.281,373.281,373.281,373.281,373.281,362.933,362.933,362.933,362.933,362.933,310.484,310.484,310.484,310.484,310.484,306.988,306.988,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969,323.969
78,218.237,218.237,218.237,218.237,218.237,219.279,215.447,212.565,211.959,217.95,223.59,228.298,232.502,234.685,233.743,223.207,236.239,259.507,267.351,272.176,277.913,341.65,324.862,302.696,294.087,285.025,282.526,283.733,288.151,286.386,286.386,286.386,315.043,315.043,315.043,315.043,315.043,360.101,360.101,360.101,360.101,360.101,356.713,356.713,356.713,356.713,356.713,320.188,320.188,320.188,320.188,320.188,286.287,286.287,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33,314.33
79,206.02,206.02,206.02,206.02,206.02,209.808,211.126,207.751,205.287,205.005,211.093,216.824,221.627,225.908,228.185,227.388,217.221,229.976,252.698,260.398,265.164,270.82,333.017,316.743,295.199,286.865,278.067,275.662,276.854,281.17,281.17,281.17,296.685,296.685,296.685,296.685,296.685,341.669,341.669,341.669,341.669,341.669,355.993,355.993,355.993,355.993,355.993,331.093,331.093,331.093,331.093,331.093,273.719,273.719,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118,293.118
80,192.23,192.23,192.23,192.23,192.23,197.028,200.959,202.538,199.623,197.581,197.623,203.795,209.605,214.493,218.838,221.206,220.555,210.778,223.229,245.356,252.896,257.59,263.151,323.675,307.943,287.06,279.011,270.487,268.174,269.338,269.338,269.338,278.915,278.915,278.915,278.915,278.915,323.798,323.798,323.798,323.798,323.798,347.516,347.516,347.516,347.516,347.516,330.966,330.966,330.966,330.966,330.966,273.398,273.398,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802,271.802
81,185.801,185.801,185.801,185.801,185.801,182.88,187.729,191.777,193.609,191.155,189.534,189.894,196.134,202.009,206.969,211.368,213.82,213.312,203.944,216.062,237.545,244.907,249.515,254.966,313.676,298.512,278.329,270.574,262.334,260.103,260.103,260.103,263.667,263.667,263.667,263.667,263.667,301.279,301.279,301.279,301.279,301.279,339.315,339.315,339.315,339.315,339.315,316.976,316.976,316.976,316.976,316.976,272.849,272.849,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305,258.305
82,177.462,177.462,177.462,177.462,177.462,175.772,173.285,178.158,182.307,184.378,182.38,181.174,181.846,188.131,194.055,199.07,203.508,206.035,205.67,196.728,208.485,229.271,236.433,240.943,246.265,303.018,288.447,269,261.543,253.59,253.59,253.59,256.453,256.453,256.453,256.453,256.453,285.02,285.02,285.02,285.02,285.02,325.039,325.039,325.039,325.039,325.039,316.06,316.06,316.06,316.06,316.06,270.436,270.436,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349,256.349
83,165.411,165.411,165.411,165.411,165.411,166.745,165.445,163.372,168.247,172.477,174.772,173.221,172.422,173.392,179.702,185.652,190.703,195.165,197.755,197.528,189.029,200.392,220.43,227.371,231.765,236.939,291.584,277.631,258.953,251.792,251.792,251.792,243.102,243.102,243.102,243.102,243.102,269.9,269.9,269.9,269.9,269.9,308.506,308.506,308.506,308.506,308.506,305.621,305.621,305.621,305.621,305.621,274.39,274.39,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939,253.939
84,154.669,154.669,154.669,154.669,154.669,154.142,155.68,154.739,153.069,157.923,162.21,164.711,163.598,163.194,164.448,170.758,176.708,181.773,186.239,188.878,188.783,180.744,191.681,210.91,217.606,221.867,226.87,279.245,265.929,248.049,248.049,248.049,231.869,231.869,231.869,231.869,231.869,249.504,249.504,249.504,249.504,249.504,287.346,287.346,287.346,287.346,287.346,299.412,299.412,299.412,299.412,299.412,278.511,278.511,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406,249.406
85,143.599,143.599,143.599,143.599,143.599,142.839,142.667,144.367,143.766,142.481,147.289,151.607,154.289,153.597,153.57,155.088,161.365,167.287,172.341,176.79,179.46,179.489,171.926,182.398,200.762,207.189,211.298,216.104,266.042,253.374,253.374,253.374,222.792,222.792,222.792,222.792,222.792,229.71,229.71,229.71,229.71,229.71,266.676,266.676,266.676,266.676,266.676,286.241,286.241,286.241,286.241,286.241,272.63,272.63,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437,250.437
86,137.402,137.402,137.402,137.402,137.402,131.438,131.073,131.207,133.039,132.752,131.828,136.561,140.881,143.714,143.417,143.741,145.498,151.708,157.569,162.585,166.99,169.672,169.815,162.737,172.711,190.157,196.293,200.226,204.811,252.155,252.155,252.155,217.791,217.791,217.791,217.791,217.791,212.202,212.202,212.202,212.202,212.202,242.468,242.468,242.468,242.468,242.468,273.11,273.11,273.11,273.11,273.11,255.149,255.149,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517,251.517
87,130.85,130.85,130.85,130.85,130.85,124.402,119.366,119.341,119.747,121.68,121.68,121.091,125.72,130.01,132.961,133.03,133.677,135.642,141.751,147.516,152.461,156.794,159.467,159.711,153.127,162.568,179.037,184.853,188.589,192.919,192.919,192.919,210.973,210.973,210.973,210.973,210.973,201.114,201.114,201.114,201.114,201.114,223.496,223.496,223.496,223.496,223.496,254.917,254.917,254.917,254.917,254.917,247.903,247.903,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387,243.387
88,111.472,111.472,111.472,111.472,111.472,116.916,111.552,107.37,107.645,108.285,110.286,110.543,110.261,114.753,118.978,122.011,122.414,123.352,125.493,131.458,137.087,141.927,146.158,148.797,149.128,143.045,151.914,167.346,172.81,176.32,176.32,176.32,211.486,211.486,211.486,211.486,211.486,185.13,185.13,185.13,185.13,185.13,205.524,205.524,205.524,205.524,205.524,234.964,234.964,234.964,234.964,234.964,232.779,232.779,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676,224.676
89,81.373,81.373,81.373,81.373,81.373,98.054,103.284,98.907,95.518,96.045,96.878,98.915,99.392,99.387,103.706,107.828,110.903,111.606,112.798,115.075,120.853,126.302,130.998,135.093,137.67,138.072,132.496,140.752,155.08,160.158,160.158,160.158,205.791,205.791,205.791,205.791,205.791,170.858,170.858,170.858,170.858,170.858,183.812,183.812,183.812,183.812,183.812,211.736,211.736,211.736,211.736,211.736,220.655,220.655,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793,214.793
90-94,231.732,231.732,231.732,231.732,231.732,235.131,254.102,277.075,295.248,308.324,316.574,318.851,321.046,325.258,330.405,338.789,349.848,361.977,373.582,385.342,396.401,410.057,426.141,444.613,464.253,482.847,496.676,500.798,509.184,527.432,527.432,527.432,591.503,591.503,591.503,591.503,591.503,689.156,689.156,689.156,689.156,689.156,647.691,647.691,647.691,647.691,647.691,728.74,728.74,728.74,728.74,728.74,817.815,817.815,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772,819.772
95-99,68.201,68.201,68.201,68.201,68.201,69.554,70.331,70.037,68.567,67.695,71.079,80.254,90.474,98.179,103.769,108.232,111.437,114.921,118.854,122.919,128.599,135.676,143.498,151.163,158.961,166.801,176.188,186.662,197.734,208.616,208.616,208.616,226.499,226.499,226.499,226.499,226.499,269.595,269.595,269.595,269.595,269.595,309.47,309.47,309.47,309.47,309.47,293.626,293.626,293.626,293.626,293.626,331.44,331.44,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79,350.79
100 & over,9.141,9.141,9.141,9.141,9.141,9.509,9.86,10.172,10.487,10.82,11.152,11.393,11.484,11.432,11.588,12.701,15.033,17.513,19.343,20.742,22.146,23.593,25.199,26.802,28.394,30.519,33.128,36.061,38.989,41.966,41.966,41.966,52.657,52.657,52.657,52.657,52.657,66.673,66.673,66.673,66.673,66.673,80.58,80.58,80.58,80.58,80.58,91.455,91.455,91.455,91.455,91.455,89.225,89.225,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667,92.667
